Model,Adipose,Adrenal,Artery,Brain,Esophagus,Heart,Immune,Intestine,Kidney,Liver,Lung,Muscle,Pancreas,Pituitary,Salivary,Skin,Stomach,Thyroid,Conventional
CNST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN1,0,0,0,-0.1532364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN2,0,0,0,0.05423775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTNAP2,0,0,0,0.2119109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNTNAP4,0,0,0,0.051761884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009866779
COCH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL15A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL18A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL24A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01297145
COL28A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL4A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL4A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL5A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL9A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL9A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLEC12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COQ7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORO1A,0,0,0,0,0,0,0.03535149,0,0,0,0,0,0,0,0,0,0,0,0
CORO6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX5B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COX6B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPA2,0,0,0,0,0,0,0,0,0,0,0,0,-0.14878904,0,0,0,0,0,-0.01226891
CPA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPB1,0,0,0,0,0,0,0,0,0,0,0,0,0.148112,0,0,0,0,0,0
CPB2,0,0,0,0,0,0,0,0,0,0.1156678,0,0,0,0,0,0,0,0,0
CPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPLX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPOX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPPED1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPVL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPXM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPXM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRACR2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRADD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREBZF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRELD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRELD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRH,0,0,0,-0.10703405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02925937
CRHBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRHR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRIP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRISP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4750085,0,0,0,0
CRKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRLF1,0,0,0.004320229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRNN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTAC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTAM,0,0,0,0.1050154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRTAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYBB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYBB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYGD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRYZL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSDE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1R,0,0,0,0,0,0,0.1217654,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2RA,0,0,0,0,0,0,0.04343453,0,0,0,0,0,0,0,0,0,0,0,0
CSF2RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3R,0,0,0,0,0,0,-0.1115698,0,0,0,0,0,0,0,0,0,0,0,0
CSH1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02346246,0,0,0,0,0
CSNK1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSPG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSPG5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSRP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01058845
CST3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CST5,0,0,0,0,0.2342869,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CST6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CST7,0,0,0,0,0,0,0.008844247,0,0,0,0,0,0,0,0,0,0,0,0
CSTB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTAG1A_CTAG1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTBS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTHRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTLA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTRB1,0,0,0,0,0,0,0,0,0,0,0,0,-0.19951,0,0,0,0,0,0
CTRC,0,0,0,0,0,0,0,0,0,0,0,0,-0.1025937,0,0,0,0,0,0
CTRL,0,0,0,0,0,0,0,0,0,0,0,0,0.1548555,0,0,0,0,0,0
CTSB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTSZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CUZD1,0,0,0,0,0,0,0,0,0,0,0,0,-0.05285381,0,0,0,0,0,0
CWC15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CX3CL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXADR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,0,0,0,0,0,0,-0.000358515,0,0,0,0,0,0,0,0,0,0,0,0
CXCL10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001446819
CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL13,0,0,0,0,0,0,0.16692407,0,0,0,0,0,0,0,0,0,0,0,0.00145982
CXCL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04501886
CXCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04870645,0,0,0,0
CXCL6,0,0,0,0,0,0,0.03886523,0,0,0,0,0,0,0,0,0,0,0,0
CXCL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02638811
CXCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYB5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00104887
CYB5R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP24A1,0,0,0,0,0,0,0,0,0.02178421,0,0,0,0,0,0,0,0,0,0
CYTH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTL1,0,0,0.327538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAND5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAPK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DARS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBNL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCBLD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCDC2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCLRE1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCTN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001396741
DCTN6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCTPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCUN1D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCUN1D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCXR,0,0,0,0,0,0,0,0,0,-0.03544872,0,0,0,0,0,0,0,0,-0.07390192
DDA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDAH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02171449
DDHD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX39A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDX58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DECR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFA1_DEFA1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB103A_DEFB103B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB104A_DEFB104B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEFB4A_DEFB4B,0,0,0,0,0.143568848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001157595
DENND2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFFA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGKZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHODH,0,0,0,0,0,0,0,0,0,-0.009919689,0,0,0,0,0,0,0,0,0
DHPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHRS4L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIABLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIPK1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIPK2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DKKL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLGAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNLZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNM1,0,0,0,-0.044985615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004658288
DNM3,0,0,0,-0.00276962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMBP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNPH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOC2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPEP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPEP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPY30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRAXIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSCAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33471526,0,0,-0.02576302
DTD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTYMK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009603675
DUSP29,0,0,0,0,0,0,0,0,0,0,0,0.006651253,0,0,0,0,0,0,0
DUSP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNC1H1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DYNLT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBAG9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EBI3_IL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHDC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECI2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECSCR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDA2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219233
EDAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00555103
EDDM3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDEM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFCAB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFEMP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFHD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFNB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFL7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFLAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGFR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGLN1,0,0,0,0,0,0,0,0,0,0,0,0.2877143,0,0,0,0,0,0,0
EHBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF1AX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2AK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4EBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4G1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF4G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIF5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAVL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELN,0,0,0.57392424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02925293
ELOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENDOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENO3,0,0,0,0,0,0,0,0,0,0,0,-0.4876987,0,0,0,0,0,0,0
ENOPH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENOX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
